β,U,ndens,μ_dmft,μ_sc,λsp_old,λsp,λch,λsp_sc,λch_sc,χAF,χAF_m,χAF_dm,χAF_dm_sc,χd0,χd0_m,χd0_dm,χd0_dm_sc,χdπ,χdπ_m,χdπ_dm,χdπ_dm_sc,χ0_i_0_dmft,χ0_i_π_dmft,χ0_i_0,χ0_i_π
20.0,2.0,0.833807330827281,0.4,0.3554961586792349,0.008304940962637638,0.30070571927916795,-4.184073066554917,0.024734679833275416,-1.499220119494467,8.605466584476817,8.031474063954926,2.398593906162641,7.095223671061935,0.20336517214480737,0.20336517214480737,1.3639034021317593,0.29256509863551006,0.1963801015861243,0.1963801015861243,1.1012093492162882,0.2783231758839806,556.6678991665265,556.575404180042,1.864128885698064e6,521408.58283553354
20.0,2.0,0.841220067172996,0.42,0.33155403758011215,0.013568823474077271,0.09989978298898913,-3.6150730909749376,0.0009381606479578722,2.8537216380148234,9.899306422181805,8.727069504030831,4.977180595095991,9.808216148335985,0.19813250961937307,0.19813250961937307,0.698297583825981,0.1265686772105827,0.18931233259890998,0.18931233259890998,0.599806997722853,0.12291055610422773,556.677085382195,556.5845748702206,9621.708150236742,-2599.7512617124344
20.0,2.0,0.857588029532075,0.46,0.3692661280814942,0.013630984710404767,0.09828512591175534,-4.029261102211463,0.0005501273329428171,4.006954740203519,12.73852382099109,10.853872364634453,5.656519477247911,12.6498758925017,0.18741227456803883,0.18741227456803883,0.7653635050009363,0.10703447087172825,0.17402457528540907,0.17402457528540907,0.5823929538582424,0.10252972005691588,556.6989935181592,556.6064371940323,279.62750197375846,285.19850061741147
20.0,2.0,0.863494478027742,0.48,0.3586919968839349,0.019845627121392723,0.0982931313034284,-4.183301004530904,-0.00742972385021939,27.111880820752592,14.98179848562142,11.54823920763507,6.0591081069562245,16.85830720606879,0.18153012469051527,0.18153012469051527,0.7544740969753725,0.03065546750299317,0.16802523731195834,0.16802523731195834,0.5655513926973904,0.0302449529103476,556.7064289696289,556.6138607498973,13266.42340567621,26748.63237729146
20.0,2.0,0.871578796357913,0.5,0.40074113975667,0.022803433449004172,0.09320335300643509,-4.302182645645472,0.00959174940532735,5.69319749151658,19.039388312463455,13.275605827034111,6.862191134598084,16.099314695035552,0.17758936721966007,0.17758936721966007,0.7525671343280719,0.08830672976348233,0.16199895894373684,0.16199895894373684,0.5345602477073591,0.08427385294418586,556.7158121764584,556.6232194792717,-2.371624366152147e7,8.789388240449144e6
20.0,2.0,0.879539426910328,0.52,0.4096498384495934,0.0198714209928682,0.03612552463581723,-2.5606364772121033,0.01274431154368101,2.6938994692932745,20.783206197234016,14.708652668730437,11.870662562333395,16.431131052139477,0.1720560425300375,0.1720560425300375,0.30755761870031506,0.1175646360275014,0.1553152506641479,0.1553152506641479,0.2578727729769387,0.10950003430103472,556.7255424392711,556.6329275542213,25509.21464247166,-69965.55730253758
20.0,2.0,0.881454657335316,0.53,0.41764388955001597,0.022914541600787788,0.03288829428372019,-1.9101357121626594,0.018629469926365546,1.5270500572825407,22.05259936936981,14.64972438282879,12.782097281204736,15.630959740480225,0.16815261127573583,0.16815261127573583,0.24771832827939988,0.133796648443571,0.1531147139405935,0.1531147139405935,0.2164073447833802,0.12409871723216012,556.7284760705177,556.6358607088713,312009.48142674274,-248692.72026354267
20.0,2.0,0.886350828500324,0.54,0.44579008710470475,0.02282379721628459,0.029788692141713126,-1.59113710833764,0.011708293471459498,6.180480007757956,26.70934641223879,16.593689079727298,14.874584275952893,20.34655432044711,0.16722594947146435,0.16722594947146435,0.22785292113169978,0.08223404800719053,0.14963956545241353,0.14963956545241353,0.19640240071276904,0.07774112541824402,556.733907830589,556.6412711931915,NaN,NaN
20.0,2.0,0.888250995043881,0.55,0.43580688624887504,0.03142006518736913,0.03380060459438303,-0.5693136108515036,0.011428214334941424,26.97945416996811,34.71157975356039,16.603326309766118,15.972033712624297,24.852720090085487,0.1648563762727492,0.1648563762727492,0.18193155888349472,0.03026145266093105,0.1492703196385203,0.1492703196385203,0.16313368524877225,0.0296923490167468,556.7350065630445,556.6423745781435,-808980.7705192864,4.225169857166329e6
20.0,2.0,0.89945044613425,0.58,0.48109364581902064,0.029018767798682284,0.028219393092849574,0.3847736415653065,0.017488803355725755,9.734756741913491,48.26776833612565,20.105947499212526,20.434372532646453,26.17351402288165,0.15736697973392266,0.15736697973392266,0.1483823308027924,0.06215299210368273,0.1398889302103285,0.1398889302103285,0.1327439130177148,0.05923017869760796,556.7476275464571,556.6549570736548,273.22164998471953,279.2104653290509
20.0,2.0,0.901599344668153,0.59,0.5051621924957189,0.037149266833160915,0.034191070221669125,1.4806432866706722,0.03419107022166923,1.4806432866706223,97.16450645578612,21.07877332344832,22.480551622803954,22.480551622803905,0.15558232627056956,0.15558232627056956,0.1264524875703906,0.12645248757039138,0.13902852377036878,0.13902852377036878,0.1152948820254795,0.11529488202548015,556.7494735993289,556.6567997413573,281.2265359163937,278.34103886899703
20.0,2.0,0.905383453508597,0.6,0.49897450465099896,0.03572556955934181,0.03234149263337677,1.8157168922227827,0.023990036961291532,13.38922612784781,113.61578913714116,22.45820145606976,24.305420231933347,30.49558632985722,0.15312757893487827,0.15312757893487827,0.11981473071796933,0.05020148772255583,0.1360248526520979,0.1360248526520979,0.10908319825268754,0.04821409246508305,556.7533816642995,556.6606950797146,31021.626102362854,-119216.5675593585
20.0,2.0,0.907627573014574,0.61,0.4991165076150398,0.03751869595998264,0.03362156229912317,2.2770289644049275,0.022711285378087184,26.99965817391498,167.47724273146193,22.993973315407636,25.257294293273123,34.864773297681104,0.14990759716567784,0.14990759716567784,0.11175925324866874,0.0296996467319152,0.13430923052068938,0.13430923052068938,0.10285384859036979,0.029031652577580093,556.7565667136024,556.6638756725322,278.463751025411,278.41224063051783
20.0,2.0,0.912433993859264,0.63,0.5253877951299764,0.04613585343920577,0.04065379242255349,3.9619647904954025,0.03599259175658824,12.216938152097462,-176.92339284131202,24.70130586949915,28.57009916214189,32.95932417641497,0.14544677247112905,0.14544677247112905,0.09227363165393282,0.052377121061100054,0.13211863798081572,0.13211863798081572,0.08672335207704772,0.05054105983906052,556.7613924229254,556.6686938475596,278.44218280327,278.3904849849766
20.0,2.0,0.916678037562876,0.64,0.5424278318837608,0.04212718955277008,0.03702074456409035,4.11564816981588,0.034432217537593617,8.0,-181.65007703033456,27.30591661376412,31.730262623162396,34.56962653506604,0.14301633366292454,0.14301633366292454,0.09002637005097212,0.06670131429507929,0.12815930524524513,0.12815930524524513,0.08390361899151251,0.06327996966232996,556.7657340758716,556.6730151727041,1.7397975798072566e6,-755571.4788706392
20.0,2.0,0.919957739605796,0.65,0.5504647389742096,0.04515834515326333,0.03967716098455154,5.0690157697162235,0.035713621848085325,14.809452313983298,-89.26948619827805,29.449608204326136,35.11837090415225,40.797033985008085,0.1415617120395656,0.1415617120395656,0.08241935251258531,0.04571740119844408,0.1265147981196152,0.1265147981196152,0.07708180932660626,0.04402635838599071,556.7683420065249,556.675613458701,3993.7794076319456,103381.29270689901
20.0,2.0,0.923330121892198,0.66,0.538155767394238,0.04006607294864043,0.035027708851739156,4.982054037046122,0.03132984724198041,14.378442017475752,-130.66255647242346,30.852036700501596,36.53047184112179,42.23589160648592,0.13798020530171995,0.13798020530171995,0.08176968960304848,0.04624093904745262,0.12305498581727514,0.12305498581727516,0.07628636453471432,0.044434786341097356,556.7722828212011,556.6795404993235,220063.09768287098,-598262.0614806196
20.0,2.0,0.924414742934766,0.67,0.5667869802483833,0.05094020716032243,0.04486399390538027,6.7424216570905395,0.04202627276151617,15.251334696918288,-53.31437151479563,31.07178532345561,38.303425940932236,42.97451708134216,0.13636389320596248,0.13636389320596248,0.07104421624064146,0.04427785302149275,0.12413216977992893,0.12413216977992894,0.06757509630453065,0.04290507862547295,556.7726743940314,556.6799380905078,-4820.283781949261,6652.493280501073
20.0,2.0,0.932844105891893,0.7,0.5823748268814647,0.05528616833723968,0.04925828877788856,8.836463683746455,0.0489126769649492,9.793866559394658,-35.74058185671224,36.62095604875173,46.994933010828,47.77082697346316,0.13009940485433505,0.13009940485433505,0.06052208556596676,0.057207266634809094,0.11949009312080253,0.11949009312080253,0.05812142828479943,0.05505770785364041,556.7801817427015,556.6874215218667,-1.4737227183231176e6,6.266159022958252e6
20.0,2.0,0.978032916283219,0.9,0.832480961191013,0.0882828143494228,0.08437341794882534,26.838412117967078,0.08460427313328382,22.633166704707573,-12.86372779555661,94.83301382624978,150.7055750435965,145.63863742251056,0.09716092124521854,0.09716092124521854,0.02693195294685449,0.03037171596135542,0.10060219242138783,0.10060219242138782,0.027189758953606324,0.030699983011336855,556.8002976818823,556.707406515318,-1.3143026347057823e7,3.447802781573065e7
20.0,2.0,0.997669733853423,1.0,0.9706290928558687,0.09187870528327081,0.08824457199032479,33.29784703264764,0.08865957823845524,22.486362310180624,-12.043783713781949,113.01580198389506,191.78445728111856,177.64535309267558,0.09723261827986701,0.09723261827986701,0.022945009617408245,0.030514805966416557,0.09987588045444139,0.09987588045444139,0.02308920951382132,0.030770376667958114,556.792089195867,556.6991675717225,280.0697076427817,273.82440030193254
20.0,2.0,1.02002047823328,1.1,1.1187387982591088,0.09142723540027047,0.08663427244896571,34.16833332338936,0.08635414829403942,41.60200007566017,-12.334163058736193,96.60334257855796,179.89993390039209,189.4469853250593,0.12066745538538508,0.12066745538538508,0.02355403433593709,0.020044402872332712,0.10925976414300853,0.10925976414300852,0.023083581765404523,0.019702686401084357,556.7693843643985,556.6764706252206,1.2727726386914102e7,1.1704491764777292e7
20.0,2.0,1.02508437063541,1.12,1.1463925344834323,0.09308608626114077,0.08789441964439791,35.987845733889586,0.08810181301662152,30.725530763005672,-12.159624843708702,92.19388023515951,176.83339886807516,170.5776223669075,0.12659571238178896,0.12659571238178896,0.022785786932039684,0.025890173792211892,0.11126255074878245,0.11126255074878245,0.02223428020868929,0.025180493241439946,556.7624547678911,556.669542657911,281.4716551737595,279.94137338187915
20.0,2.0,1.02875788041016,1.14,1.1711812950803862,0.07699425227597967,0.07186434570214184,26.7812092645353,0.07192066823270608,25.910096999496723,-15.27971614766405,86.59500400359515,155.80926070370387,154.45383993413512,0.13107307641636784,0.13107307641636784,0.029060862365210566,0.02981565379987817,0.1111352319845701,0.1111352319845701,0.02794915586996445,0.028646610673975434,556.7595871670829,556.6666677689775,280.1394948946773,298.55764190830064
20.0,2.0,1.04813508319533,1.2,1.2639148635932338,0.07879645152826861,0.07139265685703237,21.424649542168382,0.07139265685703237,21.424649542168382,-15.86841652656827,63.37862006306888,119.41158613137758,119.41158613137758,0.15731875330354395,0.15731875330354395,0.035995603177215174,0.035995603177215174,0.12656365748697299,0.12656365748697299,0.0340996527269491,0.0340996527269491,556.7363631304031,556.6434759827089,5551.67530867665,16303.783531562885
20.0,2.0,1.0544827168625,1.22,1.2845259894142285,0.0791478302668853,0.07108550118416432,19.55042980371601,0.07243605603292692,12.346235948412822,-16.139727570118914,58.17702591054952,109.56998829184468,95.44588029900332,0.16663357706106222,0.16663357706106222,0.039136459858536754,0.05450355396491639,0.13104073451146794,0.13104073451146794,0.03678953251370424,0.05005643661793553,556.7281397346798,556.6352599135037,-32645.94115306597,-3097.8483905486264
20.0,2.0,1.06261389140346,1.24,1.3210223290087781,0.07788606584528905,0.0685943371637793,17.336535074250435,0.06878139831073751,16.486118895229662,-17.259570455757594,50.132358549455844,93.8485320521014,92.22940663146811,0.17492261797645725,0.17492261797645725,0.043377646105834215,0.04503909564982659,0.13834713040264554,0.13834713040264554,0.040708772603697686,0.04216862505338808,556.7193594400303,556.6264939925906,257.69643194790893,270.97179600628664
20.0,2.0,1.0750011952497,1.28,1.367067623444515,0.059273927593709134,0.049503811411117864,9.462204904991054,0.049066377862393484,10.656302641930125,-29.092445083837905,40.159445061550706,66.09111742727916,68.0587273614248,0.19003757267233476,0.19003757267233476,0.06791484087705132,0.06282030523470884,0.14685677433115518,0.14685677433115518,0.06145692044379917,0.05725521395400191,556.7044856895639,556.6116260403484,-494.2690932846297,3933.3854283050323
20.0,2.0,1.10118855274623,1.34,1.4376041960159696,0.058279013876700515,0.04707274132856227,4.62696976322636,0.04707274132856222,4.626969763226395,-45.68208375097458,27.48113882933605,39.71039790734213,39.710397907342205,0.2139877460506525,0.2139877460506525,0.10752532605257878,0.10752532605257836,0.1690819441799486,0.1690819441799486,0.09486530329511034,0.09486530329511003,556.6740421369773,556.5812142569745,281.7613292148252,286.8134292193507
20.0,2.0,1.11032598191944,1.36,1.4978491218421237,0.05892371674202149,0.048656960654073406,3.1622641050552573,0.03383246248666469,26.99965817391498,-55.40716661873482,24.464526579071048,32.67039239751928,63.354270123494096,0.2220423675911432,0.2220423675911432,0.13044767234615406,0.031742703115222544,0.1768927213648575,0.1768927213648575,0.11343774502894692,0.030625243103154242,556.6632570533986,556.5704387226386,-150587.81325355507,-634566.8045937887
20.0,2.0,1.11975657367561,1.38,1.490743123880139,0.05144523766905866,0.04649117973118271,1.0738070999563376,0.034767807254685354,5.199414905546503,-253.92189916163736,21.049521187681993,23.500127332947045,32.43637202137102,0.22662548285409134,0.22662548285409134,0.1822697621279636,0.1040368228039677,0.18584218968433938,0.18584218968433938,0.15492547005379537,0.09451506056813178,556.6542416449721,556.561434464015,-1.5130792020938353e19,-1.0061288019912983e20
20.0,2.0,1.12987154685076,1.4,1.5209867316245487,0.052123371070962286,0.05197235842411024,0.027647738953351205,0.030615410269549472,6.213059190111004,509.6600566787109,18.489256452943163,18.54102506326915,30.69603025128632,0.23277772863821022,0.23277772863821022,0.231289202704592,0.09515650698188109,0.1948691930650017,0.1948691930650017,0.19382492396037848,0.08814683628864536,556.6425496745519,556.5497527161288,364.5142283290953,348.18389070904453
20.0,2.0,1.13859649202671,1.42,1.5409180991701865,0.050824088217790615,0.06332370668586321,-1.095731174077887,0.028203216850600944,5.447655062979608,113.50290089334821,16.76883478203033,13.863077726324866,27.017122434368062,0.24015547544356064,0.2401554754435606,0.325919956524329,0.10404068801703442,0.20213393050334114,0.20213393050334114,0.2596401963216651,0.0962012993068708,556.6308923765316,556.5380990967417,-599.1873881100348,1294.8526351136693
20.0,2.0,1.15631890437247,1.46,1.582455025713893,0.030843197669724917,0.10870441815613105,-2.6323543234242335,0.004246180334564816,4.233161949358219,20.60521783000049,12.598489583549258,6.359874187057577,18.94744049910945,0.2448842124609363,0.24488421246093633,0.6890809872293574,0.12023964478217333,0.21831508805672503,0.21831508805672503,0.5132992957513083,0.11345976095479604,556.608119047787,556.5153306021149,NaN,NaN
20.0,2.0,1.16532730274946,1.48,1.5980660650865348,0.029558145241485752,0.12645501698249179,-2.6495120118264435,0.0021081961390116387,3.7102936219197,17.23772204274997,11.419377081228943,5.421014332962781,16.633261035782876,0.2510895647191758,0.2510895647191758,0.7501140544735045,0.12998937850650838,0.2260155429444383,0.2260155429444383,0.5633921970294501,0.12292913436159701,556.5946531269708,556.5018650766634,-3416.4002331290226,-39734.89456222038
